filename,transcript
20240924_nav_schoolkosten_2.txt,"00:00:00:00 - 00:00:25:22
Speaker 1
You get a laptop. You got a laptop. In onze vorige video over de hoge kosten van de laptops voor scholieren € 582, rekende we de totale schoolkosten van maar liefst € 862 en konden we wel stellen het onderwijs is niet betaalbaar voor iedereen. Naar aanleiding hiervan spraken wij wiskunde lerares Lotte de Boer over hoe dit er nou uitziet in de klas.

00:00:25:24 - 00:00:41:18
Speaker 1
Een van de goedkoopste manier van een laptop kopen zat Chromebook en daar heb je wel minder opties op. Verschillende dingen die je niet kan downloaden, dus dan word je een soort van wel verplicht om iets duurders te kopen als je mee wil komen met de klas. Mijn vorige school vorig jaar ook leerlingen. Die hebben dan soms een laptop die heel snel leeg gaat en dan moet ze constant opladen.

00:00:41:18 - 00:00:58:18
Speaker 1
Over naar de volgende. Als je leeg en dan kan je niks en dan kan gestraft worden dat je spullen niet bij je. We hebben meer leraren gesproken, onder andere uit Amsterdam Noord. Die leraren zien vooral dat leerlingen te maken hebben met constante opstartproblemen van het.

00:00:58:20 - 00:01:26:18
Speaker 1
Bureau en een laptop. En tja, als je een laptop langzaam opstart, dan doe jij dat dus ook en begin je met een achterstand. Als de laptop gratis zou worden voor leerlingen komen de totale school kosten op € 280 en dan gaat de cirkeldiagram er heel anders uitzien. We vroegen het ministerie van Onderwijs, Cultuur en Wetenschap waarom laptops eigenlijk ook niet vergoed worden, net als schoolboeken.

00:01:26:20 - 00:01:51:00
Speaker 1
Zij zeggen dat de scholen verantwoordelijk hiervoor zijn en als dat niet lukt, dat de ouders kunnen aankloppen bij verschillende partijen, zoals Stichting Leergeld. Zo zouden er volgens OCW geen problemen moeten ontstaan. Toch zijn er twijfels, onder andere vanuit Stichting Leergeld. Scholen hebben wel vaak die regeling, maar hangen dit niet aan de grote klok omdat ze bang zijn voor te veel aanvragen.

00:01:51:02 - 00:02:07:11
Speaker 1
En ouders, ja, die ervaren toch een drempel om hulp te vragen. Met gratis laptops wordt de middelbare school dus een stuk betaalbaarder en kan elke eerste klas er iets en vooral eerlijk van start.

"
20240927_nav_financiele_stress_intro.txt,"00:00:00:00 - 00:00:20:19
Speaker 1
Het einde van de maand is weer in zicht en we weten allemaal wat dat betekent om. Het duo staat weer voor de deur. Zo'n 40% van alle jongeren in Nederland heeft moeite met rondkomen en iets meer dan een kwart heeft vaak geen geld voor dingen die echt nodig zijn. Jongeren zijn financieel kwetsbaar en dat heeft een paar oorzaken.

00:00:20:21 - 00:00:44:16
Speaker 1
Zo doen jongeren vaker impulsieve aankopen en hebben ze voor het eerst financiële verantwoordelijkheden, zoals het betalen van je huur of collegegeld. Maar het probleem ligt niet alleen bij de jongeren, want sommige dingen liggen ook buiten hun macht. Zo wordt nog niet elke stage betaald, terwijl ze wel fulltime aan het werk zijn en is het toeslagen en belastingsysteem zo ingewikkeld dat jongeren hierdoor veel geld mislopen.

00:00:44:19 - 00:01:07:20
Speaker 1
Bij één op de vijf jongeren lopen rekeningen zo hoog op dat ze in de schulden belanden. Het gevolg geld, stress en dit zorgt uiteindelijk voor dat het grote gevolgen kan hebben voor de jongeren die dit ervaren. En een keertje terrasje pakken? Nee, dat helpt dan niet meer. Stress van geldzorgen en schulden werkt in het dagelijks leven door in alles wat je doet.

00:01:07:22 - 00:01:30:06
Speaker 1
Maar je gaat met € 50 omhoog. Je kan je minder goed concentreren. Dat etentje van vorige week, die Tikkie. Ik heb die nog niet betaald en je bent constant moe. En dat beïnvloedt uiteindelijk je opleiding, je werk, sociale leven, gezondheid en zelfs je woonsituatie. Is dit voor jou herkenbaar? Deze week gaan we jou mee in de wereld van financiële stress.

00:01:30:12 - 00:01:35:24
Speaker 1
Hou ons kanaal dan goed in de gaten voor tips en handige informatie.

"
20240929_nav_studieschuld.txt,"00:00:00:00 - 00:00:04:06
Speaker 1
De rente op mijn studieschuld.

00:00:04:08 - 00:00:26:12
Speaker 1
Ik meen het. Ik ga het nooit kunnen afbetalen of überhaupt een huis kunnen kopen. Ik heb een studieschuld van ruim € 65.000. Na zeven jaar studeren en met een rente van 2,5% betekent dat dat ik ruim € 110.000 moet gaan afbetalen. Je betaalt namelijk elke maand een bedrag waar weer een rente overheen gaat en daar gaat de rente overheen en daar gaat de rente overheen.

00:00:26:15 - 00:00:44:04
Speaker 1
Het bedrag wordt dus verdubbeld. Dat is bizar en ik weet nu hoe het is om hier ontzettend veel stress over te hebben. Dus om jouw stress weg te nemen. Hier zijn wat tips om te voorkomen dat dit ook bij jou gebeurt. Tip één Maak een financiële planning per maand. Wat kan je lenen en wat heb je juist niet nodig?

00:00:44:07 - 00:01:05:02
Speaker 1
Zet alles op een rijtje en pas je lening daarop aan. Zo voorkom je dat je geld leent, wat je vervolgens eigenlijk niet nodig hebt. Tip twee Vergeet geen aanvullende beurs, zorgtoeslag of huurtoeslag aan te vragen als je daar recht op hebt. Ruim 25% van alle studenten hebben hier recht op. Maar maak hier geen gebruik van en dit bedrag kan een groot verschil maken in jouw planning.

00:01:05:04 - 00:01:25:06
Speaker 1
Weet je niet waar je hiervoor moet zijn? Check dan even de Belastingdienst of DUO. Tip drie Vraag hulp als je financiële stress hebt. Ruim 73% van alle studenten ervaart financiële druk of klachten. Je studietijd kan kosten zijn en het kan een emotioneel proces zijn. Heb je dus moeilijkheden? Trek dan op tijd aan de bel, zodat je het niet alleen hoeft op te lossen.

00:01:25:08 - 00:01:44:20
Speaker 1
Praat met je ouders, je studiebegeleider, je beste vrienden of zoek professionele hulp die gespecialiseerd zijn in dit onderwerp. Ja, het zijn maar een paar tips die je helpen om je financiële situatie duidelijk te maken. En deze kleine aanpassingen kunnen grote gevolgen hebben voor jou en je geld. Stress dus. Als je zoals mij denkt.

"
20240929_nav_toeslagen.txt,"00:00:00:00 - 00:00:35:12
Speaker 1
€ 1.000. Dat is het bedrag dat één op de drie mbo studenten misloopt omdat ze geen zorgtoeslag aanvragen. Toeslagen zijn bedoeld om mensen te ondersteunen met bijvoorbeeld het betalen van huur en zorgverzekering. Ik sprak met onderzoeker Olaf Simonse en hij zei dat het voor sommige jongeren geen probleem zou zijn als ze het niet aanvragen. Ze laten geld liggen. Maar als je thuis woont en je ouders betalen toch alles, dan is het misschien niet zo'n probleem.

00:00:35:16 - 00:00:59:23
Speaker 1
Maar voor sommige jongeren kan het net het verschil zijn tussen rondkomen of niet rondkomen. En hoe komt het dat sommige mensen niet eens weten dat ze hier recht op hebben? Eigenlijk wordt ervan uitgegaan dat ouders hun kinderen dit leren en in bijvoorbeeld gezinnen waar al sprake is van geldproblemen of waar Nederlands niet de eerste taal is, is het nog lastiger voor ouders om hun kinderen goed te leren hoe dit werkt, terwijl de juiste informatie hierover belangrijk is.

00:01:00:02 - 00:01:12:14
Speaker 1
Zo is het belangrijk om te weten dat je veranderingen in je inkomsten moet doorgeven. Zo voorkom je dat je geld terug moet betalen. En als je geen zorg of huurtoeslag hebt aangevraagd, kan je vaak achteraf nog geld terugkrijgen.

00:01:12:16 - 00:01:26:02
Speaker 2
Heel veel mensen geen toeslagen aanvragen terwijl ze daar wel recht op hebben. En dat geeft rechtsongelijkheid en sociale ongelijkheid. En die mensen komen in financiële problemen. Maar waar ik nog veel meer van geschrokken ben, is ook de hoge terugvorderingen die er nog steeds zijn.

00:01:26:07 - 00:01:32:01
Speaker 1
De baas van de toeslagen inspectie zei vorig jaar al dat het huidige systeem niet werkt.

00:01:32:03 - 00:01:40:19
Speaker 2
Het toeslagen stelsel werkt niet meer en dat willen we vervangen door iets anders. Nou beste politici, ga dan eens om tafel zitten om te kijken waar jullie het wel over eens zijn.

00:01:40:20 - 00:01:59:20
Speaker 1
Volgens Snels loopt met te veel mensen geld mis met hoe het nu geregeld is, terwijl de overheid er ondertussen in hun begroting zelfs rekening mee houdt dat niet iedereen van de toeslagen gebruik maakt. Als iedereen die er recht op heeft toeslagen zou aanvragen, zou de begroting tekort komen en het niet uitgekeerde geld dat blijft in de schatkist van de overheid.

00:01:59:24 - 00:02:16:21
Speaker 1
Het systeem moet dus op de schop, maar zolang het huidige systeem nog bestaat, is het voor jou belangrijk om te weten waar je recht op hebt. Kan jij hier hulp bij gebruiken? Dan kun je kijken op Wijzer in Geldzaken punt NL of hulp krijgen bij buurthuizen of de bibliotheek.

"
20241004_nav_quiz.txt,"00;00;00;00 - 00;00;26;23
Speaker 1
Dank je wel dat je daar ook gewoon lekker zit. Wist je dat je in Nederland de meest vreselijke dingen mag roepen over groepen mensen en er soms zelfs mee wegkomt? Welkom bij de Grote Discriminatie Quiz. Ik ben Tim, jouw host en vandaag testen we jouw kennis over strafbare discriminatie in Nederland. Niet of discriminatie is strafbaar. Maar wanneer gaat vrijheid van meningsuiting te ver?

00;00;26;27 - 00;00;46;35
Speaker 1
Rechters en het OM moeten steeds kijken naar de situatie. Dus kunst, politiek debat of geloof. Ja, dan mag je meer zeggen. Maar er zijn natuurlijk grenzen. Waar ligt die grens? Daar gaan wij jouw kennis over testen. Ben je er klaar voor? Let's go! Rapper Boef maakt in 2018 een vlog waarbij hij vrouwen seks noemt. Even een opmerking voor al die kechs

00;00;46;39 - 00;01;09;53
Speaker 1
Je weet toch dat ik een paar mensen boos gemaakt omdat ik kech zeg ja, is het strafbaar? Natuurlijk ja. Ik kreeg een hele dikke boete en een taakstraf. Of nee, dit is niet strafbaar. En dat is het goede antwoord natuurlijk. B. Het was misschien beledigend, maar niet strafbaar, want de opmerkingen waren niet gericht tegen een specifieke groep. Het OM zag het daardoor niet als discriminatie.

00;01;09;53 - 00;01;28;45
Speaker 1
En dan hebben we vraag twee voor jou. In 2014 vroeg PVV leider Geert Wilders dit aan zijn aanhangers Willen jullie meer of minder Marokkanen? Ja. Is dit strafbaar? A Nee joh, dat was gewoon politiek. Of B Ja, hij is hiervoor ook veroordeeld.

00;01;28;50 - 00;01;49;33
Speaker 1
En heb je nou B, dan heb je het goed. Hij is veroordeeld voor groepsbelediging en het aanzetten tot discriminatie, maar heeft nooit een straf gekregen omdat de rechter vond dat hij al te veel leed ervaarde. En dan gaan we naar de aller, allerlaatste vraag. Voorman van de extreemrechtse groep Pegida verscheen er tijdens de demonstratie een koran terwijl hij opmerkingen maakt over de islam.

00;01;49;38 - 00;02;14;47
Speaker 1
Is dit strafbaar? A Nee, hij maakte gebruik van zijn demonstratierecht. B Ja, maar alleen de opmerkingen die hij maakte, die waren strafbaar. Ja en heb je nou b ding ding ding ding dan heb je het goed. In Nederland is het verscheuren van de koran niet strafbaar, maar de opmerkingen die je maakte, dat was discriminatie en dus strafbaar. En zie je nu hoe moeilijk dit is?

00;02;14;52 - 00;02;31;46
Speaker 1
Elke situatie moet zorgvuldig worden bekeken, maar vrijheid van meningsuiting moet ook zijn grenzen kennen. Mijn naam is Tim Host en dit was de grote discriminatie show. Hoeveel vragen had jij goed? Laat het weten in de comments!

"
20241009_ama_ontoegankelijk_onderwijs1.txt,"00:00:00:00 - 00:00:07:17
Speaker 1
Eén op de drie studenten heeft een psychische of functiebeperking. Ja, echt, één op de drie.

00:00:07:19 - 00:00:15:13
Speaker 1
Er is een internationaal verdrag dat Nederland getekend heeft waarin staat dat iedereen onderwijs moet kunnen volgen. Maar hoe toegankelijk is het Nederlandse onderwijs eigenlijk?

00:00:15:14 - 00:00:36:18
Speaker 2
Zoals je kunt zien zit er een vervelend drempeltje voor de deur en is er eigenlijk maar een beperkt aantal plekken waar het gemakkelijk kan. Stel je dit voor als college zaal waar mensen zitten die niet verder naar voren kunnen dan dit en een collega met tas jas. Dan wordt het een bloedbad. Als ik ga zeggen van ik wil graag daar aan de overkant zitten.

00:00:37:00 - 00:00:54:15
Speaker 1
Studenten die extra ondersteuning of hulp nodig hebben, stoppen een stuk vaker met hun studie dan studenten die die hulp niet nodig hebben. Maar ze geven ook aan dat ze niet gestopt zouden zijn als ze betere hulp hadden gekregen vanuit hun opleiding. Nu wachten onderwijsinstellingen vaak totdat een student zelf aan de bel trekt voordat ze iets doen. En zelfs dan gebeurt er niet altijd iets.

00:00:54:20 - 00:01:18:06
Speaker 2
Toen ik als eerstejaars student die voor de eerste keer kwam, deed deze leeftijd niet. Kijken. En dat heeft wel indruk gemaakt bij de bij de portier en die is toen eigenlijk direct aan de gang gegaan met het met het in gang zetten van in ieder geval de vernieuwing van het liftje. Ja ja. Wat ik ook altijd interessant vind is dat ik dat ik dus in wat voor situatie ook terecht kom.

00:01:18:07 - 00:01:29:18
Speaker 2
Ik ben heel vaak een soort van aanzet tot een soort verandering in gedachten over mensen met een beperking en dat zeg maar een soort van low key activistische wat wat snel gebeurt.

00:01:29:19 - 00:01:41:01
Speaker 1
Wat als het onderwijs zo zou ingericht zijn dat het voor iedereen werkt? Want het zou niet de student moeten zijn die zich moet aanpassen aan het onderwijs, maar het onderwijs dat zich aan moet passen aan de student.

"
20241010_nav_dubbele-discriminatie-biseksuelen.txt,"00:00:00:00 - 00:00:16:17
Speaker 1
Stel je alle inwoners van Amsterdam en Rotterdam bij elkaar voor. Dat is het aantal mensen in Nederland met bi gevoelens of ervaringen. Dat zijn er dus meer dan 1 miljoen. Vier personen zijn de grootste en tegelijkertijd onzichtbaar. De groep van de LHBT+ gemeenschap.

00:00:16:19 - 00:00:23:22
Speaker 2
I Podium Chubby Sexuality exists. I think it's just a way over one way to go to Barbapapa.

00:00:23:24 - 00:00:40:16
Speaker 3
Op zich merk ik dat best veel jongeren zich wel bewust zijn van dat biseksualiteit bestaat, maar dat ze niet zo vaak zullen verwachten dat iemand ook biseksueel is. Dat er toch heel sterk een norm is van mono seksualiteit. Dus iemand is hetero of homo.

00:00:40:21 - 00:00:43:24
Speaker 1
Door deze hokjes zijn bi personen bijna onzichtbaar.

00:00:44:04 - 00:00:56:20
Speaker 4
Je moet jezelf heel erg verdedigen, want als je een paar jaar achter elkaar een relatie met een man of met een vrouw had, dan geloven mensen al niet meer dat je dan mee kan. En dan is het Nou, dan ben je dus eigenlijk drie keer gewoon homo te zijn.

00:00:56:23 - 00:01:19:02
Speaker 3
Daardoor is het heel lastig voor iemand zelf. Ook om te herkennen en te accepteren dat iemand biseksueel is. Omdat ook heel vaak mensen die over zichzelf vertellen dat ze biseksueel zijn bijvoorbeeld niet worden geloofd of zo van amai, dat is een fase. Het wordt toch heel vaak weggezet als iets wat niet waar is. Dingen die daartegen zouden kunnen helpen, het meer in contact komen en empathie voelen voor een bepaalde groep.

00:01:19:07 - 00:01:21:17
Speaker 3
Maar een groot deel daarvan is ook niet zichtbaar.

00:01:21:21 - 00:01:25:19
Speaker 5
I still like. Alles wat een christen is, is goed.

00:01:25:19 - 00:01:31:16
Speaker 3
Biseksualiteit dus. Je bent niet alleen. En hoe jouw biseksualiteit er ook uitziet, dat is gewoon goed.

00:01:31:18 - 00:01:33:21
Unknown
Maar bij mij.

"
20241015_schaduwoperaties.txt,"00:00:00:00 - 00:00:08:12
Speaker 1
Stel je voor dat de overheid jou stiekem in de gaten houdt. Gewoon omdat je moslim bent.

00:00:08:14 - 00:00:29:03
Speaker 1
Nog een keer te gaan en we gaan de moskee sluiten. Ja, ja, je wordt zomaar elke keer afgewezen voor een huis. Of je komt er ineens achter dat je op een internationale terrorisme lijst staat en daardoor bepaalde bank transfers niet meer kan doen en reisverbod krijgt en je gegevens worden gedeeld met andere landen. Dat gebeurt toch alleen bij criminelen zou je denken.

00:00:29:05 - 00:00:49:19
Speaker 1
Maar nee, de realiteit is dat het voor veel moslims de werkelijkheid is. In de Schoenen moskee in Tilburg. Je hebt een zware dag gehad en je gaat iets doen om te relaxen. Zoals voor veel moslims, de moskee is en je wordt de hele tijd achtervolgd door een camera en afgetapt door een geheime dienst. Het voelt toch een beetje als een film.

00:00:49:21 - 00:01:13:18
Speaker 1
Nou, ik kan je vertellen in 2021 ontdekte het NRC iets bizars en gaan we over naar agendapunt drie. Dat is de actualiteit over geheim onderzoek naar islamitische organisaties, namelijk dat minstens tien Nederlandse gemeenten. Je hoort het goed tien. Misschien wel die van jou en het ministerie van Sociale Zaken en Werkgelegenheid. Allerlei sketchy onderzoeksbureaus hebben ingehuurd die eigenlijk helemaal niet zijn toegestaan in Nederland.

00:01:13:20 - 00:01:40:12
Speaker 1
Privacyschending? Namen van mensen waar ze wonen, wat ze geloven. Alles wordt verzameld en geregistreerd. Zonder jouw toestemming en zonder aanleiding. Die onderzoeken gebeurde onder leiding van onze huidige minister president Dick Schoof. Je weet wel, die man die je nu ziet struggelen in de Tweede Kamer. Het is een positie waar ik nooit naar heb gestreefd. Een wonderlijk lot dat onverwacht op mijn pad is gekomen.

00:01:40:14 - 00:02:06:10
Speaker 1
Hij was destijds nationaal Coördinator Terrorismebestrijding en Veiligheid. Zij gaven opdracht en betaalden deze onderzoeken. En toen ambtenaren schoof, waarschuwde dat wat ze deden misschien wel helemaal niet mocht, schoof onze huidige minister president Dick Schoof deze zorgen gewoon opzij. Ik maak me ook oprecht zorgen. Ik ga geregeld naar de moskee en praktiseer mijn religie. Wat als ik nou ook op zo'n terrorisme lijst staan?

00:02:06:12 - 00:02:19:04
Speaker 1
Wordt mijn gezin gevolgd? Word ik straks zomaar wekenlang vastgezet? Ik moet dit oprecht weten.

00:02:19:06 - 00:02:27:02
Speaker 1
In de volgende video's duik ik verder in de wereld van deze schaduw lijsten om.

"
20241022_aging.txt,"00:00:00:00 - 00:00:25:17
Speaker 1
Versneld ouder worden. Het voelt een beetje als een enge droom waar ik nu gelukkig uit wakker kan worden. Zo ja, als je te maken hebt met racisme en discriminatie is dit geen filter die je uit kan zetten, maar de harde realiteit. En dan hebben we het niet over een rimpeltje meer of een extra grijze haar. Het gaat hier om veroudering voor je hersenen.

00:00:25:19 - 00:00:41:16
Speaker 1
Hoe dat zit ga ik je uitleggen in deze video. Uit onderzoek blijkt dat stress die mensen krijgen door racisme en discriminatie je brein aantast. En door die stress krijg je eerder ouderdomsziekten zoals hart en vaatziekten, dementie en diabetes.

00:00:41:17 - 00:00:53:05
Speaker 2
People of color have higher hypertensie, ratio rate of diabetes. A lot of the stress related ellende says that has in the research been related to experiences of depression in discrimination.

00:00:53:07 - 00:01:21:02
Speaker 1
En misschien lijkt dit een ver van je bed show, maar versneld ouder worden is iets wat in je jongere jaren al kan gebeuren, zoals nu. Maar hoe werkt dat nou precies met die stress? Het belangrijkste punt is alledaagse racisme, maar ook micro agressies, zoals hoe populair Vietnam was en Vietnamese American of course war. Misschien denk je deze micro dingen.

00:01:21:05 - 00:01:44:06
Speaker 1
Levert dat nou echt stress op? Maar de impact kan mega zijn. Die stress van racisme en micro agressie is als een klein slokje voor je brein. En al die stukjes bij elkaar, dat is waar het om gaat. Racisme is dus niet alleen oneerlijk. Het is letterlijk ongezond. Apple Day keeps the doctor away. Plottwist, Dat werkt dus niet.

00:01:44:12 - 00:01:55:08
Speaker 3
Racial trauma has been linked to you know Cognitive de client the things that are associated with dementia huge global burden condition that probably many of us might not someone who is affected by that.

00:01:55:12 - 00:02:01:03
Speaker 1
Heb jij wel eens te maken gehad met racisme en micro agressie? Laat het dan horen in de comments!

"
20241024_asielcrisis.txt,"00:00:00:00 - 00:00:23:10
Speaker 1
Breaking news Nederland heeft een asiel crisis uitgeroepen. En waarom? Omdat er minder asielzoekers zijn dan vorig jaar. Deze daling blijkt uit de cijfers van de Immigratie en Naturalisatiedienst, de IND. Maar volgens minister president Dick Schoof is er een crisis omdat mensen het ervaren.

00:00:23:12 - 00:00:38:22
Speaker 2
Dit kabinet is ook tot stand gekomen. Op basis van de verkiezingsuitslag en de verkiezingsuitslag was duidelijk dat mensen asiel migratie als een belangrijk probleem ervaren. Ja, en als je dan ook zelf constateert dat er inderdaad een probleem is, dan moet je daar dus mee aan de slag.

00:00:38:24 - 00:01:03:13
Speaker 1
Weet je wat nou echt een crisis is bij de IND? Die zitten zo vast in hun eigen papierwerk dat ze er bijna niet meer uit kunnen komen. Het duurt 48 weken, bijna een jaar voordat je als asielzoeker überhaupt een eerste gesprek hebt. En de wachttijd voor het in behandeling nemen van een gezinshereniging staat al 83 weken. Ondertussen liggen er al zo'n 39.000 aanvragen van bij de IND.

00:01:03:15 - 00:01:08:24
Speaker 1
Gelukkig denkt premier Schoof dat het met een noodwet geving allemaal zou kunnen oplossen.

00:01:09:01 - 00:01:16:08
Speaker 2
Vast staat dat de maatregel uiteindelijk leiden tot een sneller, strenger en soberder asielbeleid, zoals we dat ook hebben afgesproken. Dat er geen programma.

00:01:16:10 - 00:01:40:24
Speaker 1
Sneller met die wachttijden. Ik ben benieuwd. Maar het wordt nog mooier, want dat plan. We gaan aan Europa vragen of we niet meer mee hoeven te doen met de Europese regels. En dat terwijl Nederland relatief gezien behoort tot het midden van de Europese ranglijst als je kijkt naar de asielaanvragen. Dus laten we het even samenvatten. We roepen een crisis uit.

00:01:40:24 - 00:02:06:21
Speaker 1
Over dalende cijfers houden families jarenlang gescheiden. Negeren de echte problemen bij de IND en denken dat Europa wel even een uitzondering voor ons maakt. Als je lang genoeg roept dat er een crisis is, wordt het vanzelf waar. Niet omdat er meer asielzoekers komen, maar omdat je je eigen systeem zo laat vastlopen dat er niemand meer uitkomt. En dat is het echte probleem.

"
20241024_jeugdzorg.txt,"00:00:00:00 - 00:00:18:11
Speaker 1
Zit jij in de jeugdzorg en word jij binnenkort achttien jaar? Gefeliciteerd! En als je ook gelijk een cadeautip van me wil. Regel een tent, bestel een tent, want je zal hem nodig hebben vanaf dan, want je komt op straat te staan en bijna alle zorg die je krijgt komt te vervallen.

00:00:18:13 - 00:00:33:23
Speaker 1
Deze abrupte switch kent grote gevolgen voor jongeren. Want wat blijkt? Driekwart van de dak en thuisloze jongeren heeft een achtergrond in de jeugdzorg. Ze staan gemiddeld elf maanden op straat en dat betekent kortgezegd dat je in de overlevingsmodus moet.

00:00:34:00 - 00:00:43:16
Speaker 2
Ik ben vanuit een instelling dakloos geraakt en ik werd achttien En nadat ik achttien ben geworden werd er gezegd je bent volwassen volgens de wet en hier.

00:00:43:16 - 00:01:03:04
Speaker 1
Houdt het op. Dus dan is het eerste wat je moet doen een woonruimte vinden. Maar daar komen nog andere verplichtingen bij als je achttien wordt, want je wordt belastingplichtig. Zorgverzekeringen komen erbij. Überhaupt nadenken wat je volgende move is. En ja, daar is niet iedereen even goed op voorbereid. En al helemaal niet als je achttien bent en net uit de jeugdzorg komt.

00:01:03:06 - 00:01:27:06
Speaker 1
Jeugdzorg pleit al langer dan vandaag voor het schrappen van de leeftijdsgrens van achttien jaar op ieder vlak van hulpverlening die je kan krijgen bij jeugdzorg. In plaats van een leeftijdsgrens pleit Jeugdzorg voor de zogeheten Big Five. Het hebben van een inkomen, het hebben van een woonruimte, naar school gaan of werk hebben, steun uit een volwassen hoek. En tot slot moet je lichamelijk en mentaal in staat zijn om voor jezelf te zorgen.

00:01:27:12 - 00:01:54:14
Speaker 1
Waar is de overheid in deze? Nou, de overheid is er zeker, maar niet om de jeugdzorg te helpen. Nee, in plaats daarvan gaat het mis. In de jeugdzorg. Over een periode van vijf jaar wordt er maar liefst € 1,1 miljard bezuinigd op de jeugdzorg. Ja, daar sta je dan als jeugdzorg. Zo. Ik heb net zelf twee verjaardagswensen gedaan. Eentje is gericht aan de jeugdzorg, want die moeten gewoon veel meer in contact blijven met de jongeren die de jeugdzorg uit gaan.

00:01:54:16 - 00:02:03:12
Speaker 1
En de tweede is gericht aan de overheid, want er moet gewoon veel meer voorlichting komen voor jongeren die achttien worden en de jeugdzorg uit gaan.

"
20241028_Singlism.txt,"00;00;00;00 - 00;00;21;17
Speaker 1
Nederland lijkt er veel meer te verblijven. Maar in werkelijkheid zijn de 3,3 miljoen singles die nu keihard te maken hebben met vooroordelen en ongelijke behandeling. We gaan het hebben over surrealisme. Discriminatie waar singles mee moeten dealen. Als single zijnde zit iedereen met vragen als wanneer ga je nou eindelijk eens settelen? Alsof je niet compleet zou zijn zonder een partner.

00;00;21;22 - 00;00;40;31
Speaker 1
Daarnaast moet je alles in je eentje betalen. En dat hakt erin. Singles betalen gemiddeld 25% meer dan mensen met een relatie huur die je niet kan delen. Zes pakketten zijn gevuld voor vier personen en op vakantie betalen voor een bed waar niemand op gaat liggen. Op je werk gaan ze ervan uit dat je niemand thuis had zitten, dus kan je prima een uurtje overwerken of tijdens kerst aanwezig zijn.

00;00;40;34 - 00;00;55;19
Speaker 1
Hoe kan het toch dat het zo in ons hoofd is geprent dat het hebben van een relatie de norm is? Dat heeft onder andere te maken met hoe liefdesrelaties de hemel in worden. Kijk eens hoe zij wordt neergezet. Dit is nog voordat ze de ware heeft ontmoet. Een aantal singles. Daarna is de vonk overgeslagen en heeft ze een heuse klap gekregen.

00;00;55;23 - 00;01;07;25
Speaker 1
Dus het is hoog tijd dat we stoppen met het idee dat singles incompleet zijn. Dat is de boodschap van Marion. Moet maker van de serie Single en alleen is oké. We vroegen haar tips wat koppels kunnen doen om singles meer welkom te laten voelen.

00;01;07;29 - 00;01;32;23
Speaker 2
Stel dus niet de vraag waarom heb jij nog geen relatie, maar vraag aan iemand Wat is eigenlijk de meest waardevolle relatie in jouw leven op dit moment? Want dan krijg je dus een veel leuker en gelijkwaardiger gesprek. Als je een gezamenlijk cadeau koopt met een vriendengroep. Deel dan de kosten door het aantal mensen en niet door het aantal huishoudens.

00;01;32;27 - 00;01;50;24
Speaker 2
Stel jezelf eens dezelfde vragen die je aan singles stelt, alleen dan omgedraaid. Dus waarom heb jij eigenlijk wel een relatie en mis jij het dan nooit om eens even lekker alleen te zijn? En hoe doe jij het eigenlijk met seks in een lange relatie?

"
20241030_Bappie_menstruatieklachten.txt,"00:00:00:00 - 00:00:11:09
Speaker 1
Hey hoi, ik ben transman blijf rustig en ik ben nu ook te ongesteld.

00:00:11:11 - 00:00:34:14
Speaker 1
Ik zou zeggen op medisch en lichamelijk vlak emotioneel vlak ook zou ik zeggen zit helemaal hetzelfde uit alleen met sociale settingen. Als ik zeg jongens ik ongesteld, ik voel me niet lekker, ik wil weg dat of ze schrikken. Het valt stil en strek je kut. Wat moet ik hiermee en is het even awkward of ze zeggen oh dat is echt heel naar voor je, ga maar naar huis of wat heb je nodig?

00:00:34:14 - 00:00:56:12
Speaker 1
Neem even pauze of niet. Puur omdat dit masculine gezicht en ongesteldheid, dat klopt niet. Kom je samen en dan opeens met jezelf zielig. Tel naast me gewoon. En ze is wel collega, zei die precies zelfde verhaal misschien, vertelt ze. Dan zei ze dat. Ja lastig voor jou. Neem een paracetamol. Vind ik niet zo fijn zeg. Zo'n 70% van mensen die menstrueren geven aan dat ze een negatieve opmerking hebben meegemaakt.

00:00:56:17 - 00:01:01:22
Speaker 1
De jongens of mannen in de omgeving.

00:01:01:24 - 00:01:21:18
Speaker 1
De manier waarop het fixen is het eigenlijk gelijk maken. En voor mij zelf ben je gelijk als je een transman bent die ervoor uit durft te komen en die open eerlijk moet zijn. Vertel hoe je ongesteld ongesteldheid is, vertel het op kantoor, vertel het op het werk. Vertel daar waar je kan praten over ongesteld. We zijn gewend aan vrouwen die lijden.

00:01:21:18 - 00:01:30:19
Speaker 1
Dus als ik naar voorkomen dat mensen het zielig denk misschien een babe mee maakt. Denk dus goed na over wat je mams zou moeten meemaken.

"
